,A,Q,Context,len_Context,label
11121,I'm going to find that golden ticket and win that tour! The only thing that can make bacon more delicious is seeing how it's made!,"You'll see the hoof grinder! The marrow sluice! And of course, the five-story pig shredder, blessed by three Popes. If you like bacon, you're gonna love it. And if you don't like bacon, well then the hell with you.","What did those women expect? When you sign a contract with Fox, you know you're gonna be betrayed and humiliated. Do you love that sooo-weet smell of Farmer Billy's bacon? Would you like to see how a pig goes from loving life to your fork and knife? You'll see the hoof grinder! The marrow sluice! And of course, the five-story pig shredder, blessed by three Popes. If you like bacon, you're gonna love it. And if you don't like bacon, well then the hell with you.",4.0,1.0
11128,But I've gotta do something! I'll need a disguise.,"One more felony assault, Simpson, and you're goin' down. I didn't know I could fit in a bubble. I must be losin' weight.","This song is about a country I love -- you may have heard of it. It's called America. I COULD PLEASE MS. BARBRA STREISAND / BY SPITTIN' ON THE FLAG / OR STRANGLIN' A BALD EAGLE / ON THE COVER OF SOME MAG / BUT I LOVE THIS COUNTRY / TO ME SHE HAS NO SINS / IF YOU DON'T BUY MY RECORD / THEN AL QAEDA WINS! Of all the days for you to get a zit. One more felony assault, Simpson, and you're goin' down. I didn't know I could fit in a bubble. I must be losin' weight.",4.0,1.0
11129,Hold it right there! You've hurt your last feeling!,"Aw, there, there, li'l darlin'. Dry those tears... with this.","I COULD PLEASE MS. BARBRA STREISAND / BY SPITTIN' ON THE FLAG / OR STRANGLIN' A BALD EAGLE / ON THE COVER OF SOME MAG / BUT I LOVE THIS COUNTRY / TO ME SHE HAS NO SINS / IF YOU DON'T BUY MY RECORD / THEN AL QAEDA WINS! Of all the days for you to get a zit. One more felony assault, Simpson, and you're goin' down. I didn't know I could fit in a bubble. I must be losin' weight. Aw, there, there, li'l darlin'. Dry those tears... with this.",4.0,1.0
11130,"Oh, I have a funny feeling we will. Wherever people are mistreated, the Pie Man will strike!",Shall we ever see Springfield's costumed protector again?,"Of all the days for you to get a zit. One more felony assault, Simpson, and you're goin' down. I didn't know I could fit in a bubble. I must be losin' weight. Aw, there, there, li'l darlin'. Dry those tears... with this. Shall we ever see Springfield's costumed protector again?",4.0,1.0
11134,"Maybe you're right, Lisa. Maybe you're pie. Pie-be you're pie.","No, I think the expression is ""peg.""","I'm drawing a picture of my newest hero, the Pie Man. Dad, I feel like I'm gonna throw up. He was just trying to unload these crappy comics on a helpless kid. No, I think the expression is ""peg.""",4.0,1.0
11142,"Let's see...cartilage, cartilage, muscle, nerve!... artery...bullet.","I'm not being trampled. What gives? Listen... I'm married. I'm looking up your nose, but I feel like I'm staring into your soul. That was so exciting, yet familiar. Like Coke with lemon.","Thanks to this clinic, we will no longer be terrorized by the spectacle of women aging naturally. Pie Man, no! It's a trap! Shoot to kill! I'm not being trampled. What gives? Listen... I'm married. I'm looking up your nose, but I feel like I'm staring into your soul. That was so exciting, yet familiar. Like Coke with lemon.",4.0,1.0
11143,"Pie Man is not your father, little girl. I... murdered your father.",Dad?,"Pie Man, no! It's a trap! Shoot to kill! I'm not being trampled. What gives? Listen... I'm married. I'm looking up your nose, but I feel like I'm staring into your soul. That was so exciting, yet familiar. Like Coke with lemon. Dad?",4.0,1.0
11144,We shall continue this conversation in the pie cave.,"Dad, please. It's obvious you're Pie Man. We've been getting his mail for weeks.","Shoot to kill! I'm not being trampled. What gives? Listen... I'm married. I'm looking up your nose, but I feel like I'm staring into your soul. That was so exciting, yet familiar. Like Coke with lemon. Dad? Dad, please. It's obvious you're Pie Man. We've been getting his mail for weeks.",4.0,1.0
11148,"I was in so deep, I forgot pies were food.","Well, I know one thing you could do...","Dad, this is the basement. Here's the iced tea I left down here this afternoon. You're not mild-mannered. You're often liquored-up and rude. I want you to stop this, Dad. Before you get killed. Well, I know one thing you could do...",4.0,1.0
11167,"I'm telling you, I'm the Pie Man!","Yeah, and Homer's a dumbass! No offense, Homer. Ya dumbass.","As Springfield's youngest Buddhist, I am deeply honored to introduce the Dalai Lama. Greetings, fellow travelers on the path to enlightenment. C'mon, Pie Man, hit him! That's the only reason anyone came to this stupid thing! Yeah, and Homer's a dumbass! No offense, Homer. Ya dumbass.",4.0,1.0
11168,"Yeah. Let's go home, honey.","Dad, I think you created a hero that even you couldn't live up to.","Greetings, fellow travelers on the path to enlightenment. C'mon, Pie Man, hit him! That's the only reason anyone came to this stupid thing! Yeah, and Homer's a dumbass! No offense, Homer. Ya dumbass. Dad, I think you created a hero that even you couldn't live up to.",4.0,1.0
11178,I'm so lame!,I've kissed three girls.,"Yes... and then your father broke my heart. And if I'd known he was you, I never would have married you! Granted. Let me get this straight. When you were my age, you had the hots for Mom and didn't even know it? That's cool. Or is it lame? I guess I'll go with lame. You're lame. I've kissed three girls.",4.0,1.0
11179,"Well, that stinks. But I still get to kiss you, right?",You're not gonna be kissing anybody for a while.,"Granted. Let me get this straight. When you were my age, you had the hots for Mom and didn't even know it? That's cool. Or is it lame? I guess I'll go with lame. You're lame. I've kissed three girls. You're not gonna be kissing anybody for a while.",4.0,1.0
11194,"Marge, I'm really sorry I hurt you. But I've done way worse stuff since then: there was the gun I hid from you, the time I sued the church, ruining Lisa's wedding in the future... remember that?","No, Homer.","Homer, when you nurse a hurt for thirty years, it doesn't go away in an instant. No, Homer. No, Homer. No, Homer.",4.0,1.0
11195,That's not true! I thought about that girl every day of my life... until I met you.,"Homie, I know this shouldn't bother me, but a girl only has one first love. I guess it didn't mean that much to you.","No, Homer. No, Homer. No, Homer. Homie, I know this shouldn't bother me, but a girl only has one first love. I guess it didn't mean that much to you.",4.0,1.0
11196,"All right. This is my memory box. I haven't opened it in thirty years. Ooh, a letter from my old pen pal. Someday I'll write you back, Osama. Ah, here's what I'm lookin' for.",I wish there was some way I could believe that.,"No, Homer. No, Homer. Homie, I know this shouldn't bother me, but a girl only has one first love. I guess it didn't mean that much to you. I wish there was some way I could believe that.",4.0,1.0
11197,I sure did. I kept it right next to my IBM stock... king.,"Oh, Homie! You did care.","No, Homer. Homie, I know this shouldn't bother me, but a girl only has one first love. I guess it didn't mean that much to you. I wish there was some way I could believe that. Oh, Homie! You did care.",4.0,1.0
11212,"There there, save your lies for the American public.",But I don't hate this country.,"We get it, Mom. Look, what should I say to make people not hate me? Dad, I am going on a talk show. I have to say something! But I don't hate this country.",4.0,1.0
11223,"We mean it, don't move.",WAIT RIGHT HERE FOR OUR ENCORE...,"You guys are on after Al Franken, so the guards will have used up most of their bullets. Make your break at the end of your act. O BEAUTIFUL / FOR SPACIOUS SKIES / FOR AMBER WAVES OF GRAIN... MY CARD HERE SAYS ""ACLU"" / NOW LOOK WHAT I'M GOING TO DO... WAIT RIGHT HERE FOR OUR ENCORE...",4.0,1.0
11246,"Okay. Well, she's into Buddhism, whistle-blowing, totally against pollution no matter what I say...","Now, tell me more about your daughter. And speak into the lamp.","So, has your daughter always been such a righteous little rabble-rouser? Fascinating. Do go on. You saw right through me. Well done! Have some congratulatory drugs. Now, tell me more about your daughter. And speak into the lamp.",4.0,1.0
11247,"Well, that loser Milhouse has always had a thing for her. Don't you love it when nerds don't know they're nerds?","Liberal whacko, eh? Any young beaux?","Fascinating. Do go on. You saw right through me. Well done! Have some congratulatory drugs. Now, tell me more about your daughter. And speak into the lamp. Liberal whacko, eh? Any young beaux?",4.0,1.0
11252,"See, Lisa? Instead of one Big Shot controlling all the media, now there's a thousand freaks Xeroxing their worthless opinions.",Check out the Willie World News: I review the new tractors. They're all shite!,"Bah. It's as easy as crushing an ant! Take my wallet and leave me alone! Look at you go. Type-ity type, type, type! The Homer Times? Check out the Willie World News: I review the new tractors. They're all shite!",4.0,1.0
